Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
14.Red.1,00:00.2,00:07.5,00:07.3,,,,,"""Okay, so the first thing we would have to decide is whether or not we want to start walking to the nearest town or stay near the crash sight."""
14.Red.2,00:07.7,00:11.7,00:04.0,,,,,"""It says that the frame of the plane is still intact."""
14.Red.3,00:11.7,00:15.7,00:04.0,,,,,"""And it says that it's going to be negative twenty-five during the day and minus forty at night."""
14.Red.4,00:16.1,00:28.6,00:12.5,,,,,"""It's eighty miles through brush and trees separated by lakes and rivers which is, I don't know if you guys have hiked before, it's very hard to go through, especially hiking to a town where you don't know where the town is."""
14.Red.5,00:29.3,00:37.5,00:08.3,,,,,"""So, my suggestion would be stay near the crash sight until, uh, possible comes-comes for help or until you run out of the food."""
14.Red.6,00:37.9,00:48.9,00:11.0,,,,,"""Um, being that the -- being that the temperature is % is low as it is, uh, I think the frame would provide a good shelter."""
14.Red.7,00:49.1,01:00.9,00:11.8,,,Private,Shirt/Pants,"""Um, so I think the most important thing of all these items being that the temperature and what we're in, no matter what we decide what we want to do, that the extra pants and shirt for survival is crucial."""
14.Blue.1,01:00.9,01:02.6,00:01.6,,,Private,Shirt/Pants,"""I put that too for number one."""
14.Red.8,01:02.9,01:04.3,00:01.3,,,,,"""What did you guys put for number one?"""
14.Yellow.1,01:04.4,01:08.0,00:03.6,,,Private,Compress Kit,"""I put the compress kit cause if-what if someone's injured and then like --"""
14.Red.9,01:07.9,01:13.3,00:05.4,,,,,"""That's the ques-that's a question too because it wasn't in -- there was in-in the in all the writing they didn't say that anyone was injured."""
14.Yellow.2,01:10.3,01:10.8,00:00.5,,,,,"""Oh."""
14.Red.10,01:13.3,01:16.6,00:03.3,,,,,"""So, it would be kind of thing whether somebody would get injured."""
14.Yellow.3,01:14.5,01:15.7,00:01.2,,,,,"""[unclear]"""
14.Blue.2,01:16.7,01:18.0,00:01.3,,,,Compress Kit,"""What is the compress kit?"""
14.Red.11,01:18.1,01:22.1,00:03.9,,,,Compress Kit,"""It's like, uh, gauze and, uh, bandages and stuff like that."""
14.Blue.3,01:21.3,01:22.7,00:01.4,,,,Compress Kit,"""Oh okay, like a first aid."""
14.Red.12,01:22.7,01:24.1,00:01.5,,,,Compress Kit,"""Yeah, like a small first aid kit."""
14.Red.13,01:25.9,01:27.2,00:01.3,,,,,"""Um, I guess --"""
14.Blue.4,01:26.7,01:30.7,00:03.9,,,,,"""So, I feel like warmth and food are the most important things in this situation."""
14.Red.14,01:30.7,01:34.0,00:03.3,,,,,"""That's what I think cause either way you're walking or whether you're staying, you need warmth and food."""
14.Blue.5,01:31.3,01:31.8,00:00.5,,,,,"""So."""
14.Blue.6,01:33.0,01:33.4,00:00.4,,,,,"""Yeah."""
14.Blue.7,01:33.7,01:34.2,00:00.5,,,,,"""Yeah."""
14.Blue.8,01:34.4,01:39.6,00:05.3,,,Private,"Chocolate Bar, Shirt/Pants","""So, like I put shirts and pants for first and then the chocolate bar for second cause it was the only food we have."""
14.Red.15,01:37.1,01:37.8,00:00.7,,,,,"""%"""
14.Yellow.4,01:38.2,01:39.2,00:01.0,,,,,"""Hm, mhm."""
14.Red.16,01:40.1,01:43.1,00:03.0,,,,,"""Well, that's where you could, uh, put into a discussion."""
14.Red.17,01:43.1,01:46.1,00:03.1,,,,Chocolate Bar,"""Is the chocolate bar is the most important food you have."""
14.Red.18,01:46.1,01:48.5,00:02.3,,,,Pistol,"""But you also have a loaded gun."""
14.Yellow.5,01:48.3,01:48.8,00:00.5,,,,,"""Yeah."""
14.Red.19,01:48.6,01:57.2,00:08.6,,,,,"""And if you're able to make fire and you're in the bush, there's lots of, r-uh, squirrels, rabbits, animals that are around you could kill for food."""
14.Red.20,01:57.4,02:02.7,00:05.3,,,,Chocolate Bar,"""A chocolate bar each is only gonna last us for nutritional wise, it's only gonna last us a day."""
14.Yellow.6,02:02.7,02:03.5,00:00.8,,,,,"""Yeah that's true."""
14.Red.21,02:03.5,02:14.2,00:10.7,,,,"Chocolate Bar, Shortening","""So, the shortening is actually more important for food cause it's fat is better, um, for your metabolism for energy than, uh, the chocolate the-the simple sugars in the chocolate."""
14.Red.22,02:14.4,02:20.7,00:06.2,,,,,"""Um, but I guess -- I guess it comes to decision, what do you guys think we should do?"""
14.Red.23,02:20.7,02:32.4,00:11.7,,,,,"""Would you rather walk to the closest city or would you rather, um, stay near the crash site until, uh, few days have gone by to see whether or not, um, people are coming to help?"""
14.Pink.1,02:33.1,02:37.3,00:04.2,,,,,"""I was thinking of walking cause we don't know how long it could take."""
14.Red.24,02:37.2,02:38.2,00:01.0,,,,,"""Yeah."""
14.Pink.2,02:37.3,02:45.9,00:08.6,,,,,"""We could potentially run out of food and like stuff so it would be better to get closer to the town if we could."""
14.Red.25,02:40.4,02:40.9,00:00.5,,,,,"""Yeah."""
14.Red.26,02:41.5,02:42.0,00:00.5,,,,,"""Yeah."""
14.Red.27,02:45.9,02:46.5,00:00.6,,,,,"""Mhm."""
14.Red.28,02:46.6,02:47.1,00:00.4,,,,,"""And --"""
14.Pink.3,02:46.8,02:48.6,00:01.8,,,,,"""Like you don't have to make all the way."""
14.Red.29,02:48.6,02:49.4,00:00.8,,,,,"""Mhm."""
14.Red.30,02:49.6,02:56.3,00:06.7,,,,Air Map,"""Um, it does say, uh, but it does say that, um, we have a sectional air map made of plastic."""
14.Pink.4,02:51.7,02:52.5,00:00.8,,,,,"""Yeah."""
14.Red.31,02:56.3,02:58.3,00:02.0,,,,Air Map,"""Now I'm assuming that that just shows the brush."""
14.Red.32,02:58.3,03:14.1,00:15.8,,,,,"""I'm assuming which, uh, which way the city is because, uh, it says in the writing that, um, somebody had told you that the city is some uh -- pilot announced shortly before the crash that you were eighty miles northwest of a small town."""
14.Red.33,03:14.1,03:16.8,00:02.7,,,,,"""So I guess if we do -- we do know the area we got to go towards."""
14.Red.34,03:16.8,03:19.4,00:02.6,,,,,"""So, yeah walking wouldn't be the worst idea."""
14.Pink.5,03:17.0,03:17.8,00:00.7,,,,,"""Mhm."""
14.Blue.9,03:19.4,03:24.6,00:05.2,,,,Air Map,"""Yeah, and if there's a scale on the map then you can actually just measure where the town would be by yourself."""
14.Pink.6,03:19.6,03:20.1,00:00.5,,,,,"""Mhm."""
14.Red.35,03:24.6,03:26.0,00:01.4,Positive,,,,"""Yeah, so that's -- that's a good one."""
14.Red.36,03:26.0,03:38.4,00:12.4,,,,,"""So, um... so-we-so-we base-based on, bef-before we agree on which ones go first, you guys want to go on the idea of that we'll be walking towards town?"""
